committee,name,party,rank,title,thomas,bioguide,chamber
HSIF14,Doris O. Matsui,minority,5,,01814,M001163,
HSIF14,Kathy Castor,minority,6,,01839,C001066,
HSIF14,John P. Sarbanes,minority,7,,01854,S001168,
HSIF14,Ben Ray Luján,minority,8,,01939,L000570,
HSIF14,Kurt Schrader,minority,9,,01950,S001180,
HSIF14,Joseph P. Kennedy III,minority,10,,02172,K000379,
HSIF14,Tony Cárdenas,minority,11,,02107,C001097,
HSIF14,Anna G. Eshoo,minority,12,,00355,E000215,
HSIF14,Diana DeGette,minority,13,,01479,D000197,
HSIF14,"Frank Pallone, Jr.",minority,14,Ex Officio,00887,P000034,
HSIF16,Marsha Blackburn,majority,1,Chair,01748,B001243,
HSIF16,Leonard Lance,majority,2,Vice Chair,01936,L000567,
HSIF16,John Shimkus,majority,3,,01527,S000364,
HSIF16,Steve Scalise,majority,4,,01892,S001176,
HSIF16,Robert E. Latta,majority,5,,01885,L000566,
HSIF16,Brett Guthrie,majority,6,,01922,G000558,
HSIF16,Pete Olson,majority,7,,01955,O000168,
HSIF16,Adam Kinzinger,majority,8,,02014,K000378,
HSIF16,Gus M. Bilirakis,majority,9,,01838,B001257,
HSIF16,Bill Johnson,majority,10,,02046,J000292,
HSIF16,Billy Long,majority,11,,02033,L000576,
HSIF16,Bill Flores,majority,12,,02065,F000461,
HSIF16,Susan W. Brooks,majority,13,,02129,B001284,
HSIF16,Chris Collins,majority,14,,02151,C001092,
HSIF16,Kevin Cramer,majority,15,,02144,C001096,
HSIF16,Mimi Walters,majority,16,,02232,W000820,
HSIF16,Ryan A. Costello,majority,17,,02266,C001106,
HSIF16,Greg Walden,majority,18,Ex Officio,01596,W000791,
HSIF16,Michael F. Doyle,minority,1,Ranking Member,00316,D000482,
HSIF16,Peter Welch,minority,2,,01879,W000800,
HSIF16,Yvette D. Clarke,minority,3,,01864,C001067,
HSIF16,David Loebsack,minority,4,,01846,L000565,
HSIF16,Raul Ruiz,minority,5,,02109,R000599,
HSIF16,Debbie Dingell,minority,6,,02251,D000624,
HSIF16,Bobby L. Rush,minority,7,,01003,R000515,
HSIF16,Anna G. Eshoo,minority,8,,00355,E000215,
HSIF16,Eliot L. Engel,minority,9,,00344,E000179,
HSIF16,G. K. Butterfield,minority,10,,01761,B001251,
HSIF16,Doris O. Matsui,minority,11,,01814,M001163,
HSIF16,Jerry McNerney,minority,12,,01832,M001166,
HSIF16,"Frank Pallone, Jr.",minority,13,Ex Officio,00887,P000034,
HSIF17,Robert E. Latta,majority,1,Chair,01885,L000566,
HSIF17,Gregg Harper,majority,2,Vice Chair,01933,H001045,
HSIF17,Fred Upton,majority,3,,01177,U000031,
HSIF17,Michael C. Burgess,majority,4,,01751,B001248,
HSIF17,Leonard Lance,majority,5,,01936,L000567,
HSIF17,Brett Guthrie,majority,6,,01922,G000558,
HSIF17,David B. McKinley,majority,7,,02074,M001180,
HSIF17,Adam Kinzinger,majority,8,,02014,K000378,
HSIF17,Gus M. Bilirakis,majority,9,,01838,B001257,
HSIF17,Larry Bucshon,majority,10,,02018,B001275,
HSIF17,Markwayne Mullin,majority,11,,02156,M001190,
HSIF17,Mimi Walters,majority,12,,02232,W000820,
HSIF17,Ryan A. Costello,majority,13,,02266,C001106,
HSIF17,Greg Walden,majority,14,Ex Officio,01596,W000791,
HSIF17,Janice D. Schakowsky,minority,1,Ranking Member,01588,S001145,
HSIF17,Ben Ray Luján,minority,2,,01939,L000570,
HSIF17,Yvette D. Clarke,minority,3,,01864,C001067,
HSIF17,Tony Cárdenas,minority,4,,02107,C001097,
HSIF17,Debbie Dingell,minority,5,,02251,D000624,
HSIF17,Doris O. Matsui,minority,6,,01814,M001163,
HSIF17,Peter Welch,minority,7,,01879,W000800,
HSIF17,Joseph P. Kennedy III,minority,8,,02172,K000379,
HSIF17,Gene Green,minority,9,,00462,G000410,
HSIF17,"Frank Pallone, Jr.",minority,10,Ex Officio,00887,P000034,
HSIF18,John Shimkus,majority,1,Chair,01527,S000364,
HSIF18,David B. McKinley,majority,2,Vice Chair,02074,M001180,
HSIF18,Joe Barton,majority,3,,00062,B000213,
HSIF18,Marsha Blackburn,majority,4,,01748,B001243,
HSIF18,Gregg Harper,majority,5,,01933,H001045,
HSIF18,Pete Olson,majority,6,,01955,O000168,
HSIF18,Bill Johnson,majority,7,,02046,J000292,
HSIF18,Bill Flores,majority,8,,02065,F000461,
HSIF18,Richard Hudson,majority,9,,02140,H001067,
HSIF18,Kevin Cramer,majority,10,,02144,C001096,
HSIF18,Tim Walberg,majority,11,,01855,W000798,
HSIF18,"Earl L. ""Buddy"" Carter",majority,12,,02236,C001103,
HSIF18,Greg Walden,majority,14,Ex Officio,01596,W000791,
HSIF18,Paul Tonko,minority,1,Ranking Member,01942,T000469,
HSIF18,Raul Ruiz,minority,2,,02109,R000599,
HSIF18,Scott H. Peters,minority,3,,02113,P000608,
HSIF18,Gene Green,minority,4,,00462,G000410,
HSIF18,Diana DeGette,minority,5,,01479,D000197,
HSIF18,Jerry McNerney,minority,6,,01832,M001166,
HSIF18,Tony Cárdenas,minority,7,,02107,C001097,
HSIF18,Debbie Dingell,minority,8,,02251,D000624,
HSIF18,Doris O. Matsui,minority,9,,01814,M001163,
HSIF18,"Frank Pallone, Jr.",minority,10,Ex Officio,00887,P000034,
HSII,Rob Bishop,majority,1,Chair,01753,B001250,
HSII,Don Young,majority,2,,01256,Y000033,
HSII,Louie Gohmert,majority,3,,01801,G000552,
HSII,Doug Lamborn,majority,4,,01834,L000564,
HSII,Robert J. Wittman,majority,5,,01886,W000804,
HSII,Tom McClintock,majority,6,,01908,M001177,
HSII,Stevan Pearce,majority,7,,01738,P000588,
HSII,Glenn Thompson,majority,8,,01952,T000467,
HSII,Paul A. Gosar,majority,9,,01992,G000565,
HSII,Raúl R. Labrador,majority,10,,02011,L000573,
HSII,Scott R. Tipton,majority,11,,01997,T000470,
HSII,Doug LaMalfa,majority,12,,02100,L000578,
HSII,Jeff Denham,majority,13,,01995,D000612,
HSII,Paul Cook,majority,14,,02103,C001094,
HSII,Bruce Westerman,majority,15,,02224,W000821,
HSII,Garret Graves,majority,16,,02245,G000577,
HSII,Jody B. Hice,majority,17,,02237,H001071,
HSII,Aumua Amata Coleman Radewagen,majority,18,,02222,R000600,
HSII,Darin LaHood,majority,19,,02295,L000585,
HSII,Daniel Webster,majority,20,,02002,W000806,
HSII,Jack Bergman,majority,21,,,B001301,
HSII,Liz Cheney,majority,22,,,C001109,
HSII,Mike Johnson,majority,23,,,J000299,
HSII,Jenniffer González-Colón,majority,24,,,G000582,
HSII,Greg Gianforte,majority,25,,,G000584,
HSII,Raúl M. Grijalva,minority,1,Ranking Member,01708,G000551,
HSII,Grace F. Napolitano,minority,2,,01602,N000179,
HSII,Madeleine Z. Bordallo,minority,3,,01723,B001245,
HSII,Jim Costa,minority,4,,01774,C001059,
HSII,Gregorio Kilili Camacho Sablan,minority,5,,01962,S001177,
HSII,Niki Tsongas,minority,6,,01884,T000465,
HSII,Jared Huffman,minority,7,,02101,H001068,
HSII,Alan S. Lowenthal,minority,8,,02111,L000579,
HSII,"Donald S. Beyer, Jr.",minority,9,,02272,B001292,
HSII,Norma J. Torres,minority,10,,02231,T000474,
HSII,Ruben Gallego,minority,11,,02226,G000574,
HSII,Colleen Hanabusa,minority,12,,02010,H001050,
HSII,Nanette Diaz Barragán,minority,13,,,B001300,
HSII,Darren Soto,minority,14,,,S001200,
HSII,A. Donald McEachin,minority,15,,,M001200,
HSII,Anthony G. Brown,minority,16,,,B001304,
HSII,Wm. Lacy Clay,minority,17,,01654,C001049,
HSII,Jimmy Gomez,minority,18,,,G000585,
HSII06,Paul A. Gosar,majority,1,Chair,01992,G000565,
HSII06,Louie Gohmert,majority,2,,01801,G000552,
HSII06,Doug Lamborn,majority,3,,01834,L000564,
HSII06,Robert J. Wittman,majority,4,,01886,W000804,
HSII06,Stevan Pearce,majority,5,,01738,P000588,
HSII06,Glenn Thompson,majority,6,,01952,T000467,
HSII06,Scott R. Tipton,majority,7,,01997,T000470,
HSII06,Paul Cook,majority,8,,02103,C001094,
HSII06,Garret Graves,majority,9,,02245,G000577,
HSII06,Jody B. Hice,majority,10,,02237,H001071,
HSII06,Darin LaHood,majority,11,,02295,L000585,
HSII06,Jack Bergman,majority,12,,,B001301,
HSII06,Liz Cheney,majority,13,,,C001109,
HSII06,Rob Bishop,majority,14,Ex Officio,01753,B001250,
HSII06,Alan S. Lowenthal,minority,1,Ranking Member,02111,L000579,
HSII06,Anthony G. Brown,minority,2,,,B001304,
HSII06,Jim Costa,minority,3,,01774,C001059,
HSII06,Niki Tsongas,minority,4,,01884,T000465,
HSII06,Jared Huffman,minority,5,,02101,H001068,
HSII06,"Donald S. Beyer, Jr.",minority,6,,02272,B001292,
HSII06,Darren Soto,minority,7,,,S001200,
HSII06,Nanette Diaz Barragán,minority,8,,,B001300,
HSII06,Raúl M. Grijalva,minority,11,Ex Officio,01708,G000551,
HSII10,Tom McClintock,majority,1,Chair,01908,M001177,
HSII10,Don Young,majority,2,,01256,Y000033,
HSII10,Stevan Pearce,majority,3,,01738,P000588,
HSII10,Glenn Thompson,majority,4,,01952,T000467,
HSII10,Raúl R. Labrador,majority,5,,02011,L000573,
HSII10,Scott R. Tipton,majority,6,,01997,T000470,
HSII10,Bruce Westerman,majority,7,,02224,W000821,
HSII10,Darin LaHood,majority,8,,02295,L000585,
HSII10,Daniel Webster,majority,9,,02002,W000806,
HSII10,Jack Bergman,majority,10,,,B001301,
HSII10,Liz Cheney,majority,11,,,C001109,
HSII10,Greg Gianforte,majority,12,,,G000584,
HSII10,Rob Bishop,majority,13,Ex Officio,01753,B001250,
HSII10,Colleen Hanabusa,minority,1,Ranking Member,02010,H001050,
HSII10,Niki Tsongas,minority,2,,01884,T000465,
HSII10,Alan S. Lowenthal,minority,3,,02111,L000579,
HSII10,Norma J. Torres,minority,4,,02231,T000474,
HSII10,Ruben Gallego,minority,5,,02226,G000574,
HSII10,A. Donald McEachin,minority,6,,,M001200,
HSII10,Anthony G. Brown,minority,7,,,B001304,
HSII10,Jimmy Gomez,minority,8,,,G000585,
HSII10,Raúl M. Grijalva,minority,10,Ex Officio,01708,G000551,
HSII13,Doug Lamborn,majority,1,Chair,01834,L000564,
HSII13,Robert J. Wittman,majority,2,,01886,W000804,
HSII13,Tom McClintock,majority,3,,01908,M001177,
HSII13,Paul A. Gosar,majority,4,,01992,G000565,
HSII13,Doug LaMalfa,majority,5,,02100,L000578,
HSII13,Jeff Denham,majority,6,,01995,D000612,
HSII13,Garret Graves,majority,7,,02245,G000577,
HSII13,Jody B. Hice,majority,8,,02237,H001071,
HSII13,Daniel Webster,majority,9,,02002,W000806,
HSII13,Mike Johnson,majority,10,,,J000299,
HSII13,Greg Gianforte,majority,11,,,G000584,
HSII13,Rob Bishop,majority,12,Ex Officio,01753,B001250,
HSII13,Jared Huffman,minority,1,Ranking Member,02101,H001068,
HSII13,Grace F. Napolitano,minority,2,,01602,N000179,
HSII13,Jim Costa,minority,3,,01774,C001059,
HSII13,"Donald S. Beyer, Jr.",minority,4,,02272,B001292,
HSII13,Nanette Diaz Barragán,minority,5,,,B001300,
HSII13,Madeleine Z. Bordallo,minority,6,,01723,B001245,
HSII13,Gregorio Kilili Camacho Sablan,minority,7,,01962,S001177,
HSII13,Jimmy Gomez,minority,8,,,G000585,
HSII13,Raúl M. Grijalva,minority,9,Ex Officio,01708,G000551,
HSII15,Bruce Westerman,majority,1,Chair,02224,W000821,
HSII15,Louie Gohmert,majority,2,,01801,G000552,
HSII15,Raúl R. Labrador,majority,3,,02011,L000573,
HSII15,Aumua Amata Coleman Radewagen,majority,4,,02222,R000600,
HSII15,Mike Johnson,majority,5,,,J000299,
HSII15,Jenniffer González-Colón,majority,6,,,G000582,
HSII15,Rob Bishop,majority,7,Ex Officio,01753,B001250,
HSII15,A. Donald McEachin,minority,1,Ranking Member,,M001200,
HSII15,Ruben Gallego,minority,2,,02226,G000574,
HSII15,Jared Huffman,minority,3,,02101,H001068,
HSII15,Darren Soto,minority,4,,,S001200,
HSII15,Wm. Lacy Clay,minority,5,,01654,C001049,
HSII15,Raúl M. Grijalva,minority,6,Ex Officio,01708,G000551,
HSII24,Doug LaMalfa,majority,1,Chair,02100,L000578,
HSII24,Don Young,majority,2,,01256,Y000033,
HSII24,Jeff Denham,majority,3,,01995,D000612,
HSII24,Paul Cook,majority,4,,02103,C001094,
HSII24,Aumua Amata Coleman Radewagen,majority,5,,02222,R000600,
HSII24,Darin LaHood,majority,6,,02295,L000585,
HSII24,Jack Bergman,majority,7,,,B001301,
HSII24,Jenniffer González-Colón,majority,8,,,G000582,
HSII24,Rob Bishop,majority,9,Ex Officio,01753,B001250,
HSII24,Norma J. Torres,minority,1,Ranking Member,02231,T000474,
HSII24,Madeleine Z. Bordallo,minority,2,,01723,B001245,
HSII24,Gregorio Kilili Camacho Sablan,minority,3,,01962,S001177,
HSII24,Ruben Gallego,minority,4,,02226,G000574,
HSII24,Darren Soto,minority,5,,,S001200,
HSII24,Colleen Hanabusa,minority,6,,02010,H001050,
HSII24,Raúl M. Grijalva,minority,7,Ex Officio,01708,G000551,
HSJU,Bob Goodlatte,majority,1,Chair,00446,G000289,
HSJU,"F. James Sensenbrenner, Jr.",majority,2,,01041,S000244,
HSJU,Lamar Smith,majority,3,,01075,S000583,
HSJU,Steve Chabot,majority,4,,00186,C000266,
HSJU,Darrell E. Issa,majority,5,,01640,I000056,
HSJU,Steve King,majority,6,,01724,K000362,
HSJU,Louie Gohmert,majority,8,,01801,G000552,
HSJU,Jim Jordan,majority,9,,01868,J000289,
HSJU,Ted Poe,majority,10,,01802,P000592,
HSJU,Tom Marino,majority,11,,02053,M001179,
HSJU,Trey Gowdy,majority,12,,02058,G000566,
HSJU,Raúl R. Labrador,majority,13,,02011,L000573,
HSJU,Blake Farenthold,majority,14,,02067,F000460,
HSJU,Doug Collins,majority,15,,02121,C001093,
HSJU,Ron DeSantis,majority,16,,02116,D000621,
HSJU,Ken Buck,majority,17,,02233,B001297,
HSJU,John Ratcliffe,majority,18,,02268,R000601,
HSJU,Martha Roby,majority,19,,01986,R000591,
HSJU,Matt Gaetz,majority,20,,,G000578,
HSJU,Mike Johnson,majority,21,,,J000299,
HSJU,Andy Biggs,majority,22,,,B001302,
HSJU,John H. Rutherford,majority,23,,,R000609,
HSJU,Karen C. Handel,majority,24,,,H001078,
HSJU,Jerrold Nadler,minority,2,,00850,N000002,
HSJU,Zoe Lofgren,minority,3,,00701,L000397,
HSJU,Sheila Jackson Lee,minority,4,,00588,J000032,
HSJU,Steve Cohen,minority,5,,01878,C001068,
HSJU,"Henry C. ""Hank"" Johnson, Jr.",minority,6,,01843,J000288,
HSJU,Theodore E. Deutch,minority,7,,01976,D000610,
HSJU,Luis V. Gutiérrez,minority,8,,00478,G000535,
HSJU,Karen Bass,minority,9,,01996,B001270,
HSJU,Cedric L. Richmond,minority,10,,02023,R000588,
HSJU,Hakeem S. Jeffries,minority,11,,02149,J000294,
HSJU,David N. Cicilline,minority,12,,02055,C001084,
HSJU,Eric Swalwell,minority,13,,02104,S001193,
HSJU,Ted Lieu,minority,14,,02230,L000582,
HSJU,Jamie Raskin,minority,15,,,R000606,
HSJU,Pramila Jayapal,minority,16,,,J000298,
HSJU,Bradley Scott Schneider,minority,17,,02124,S001190,
HSJU01,Raúl R. Labrador,majority,1,Chair,02011,L000573,
HSJU01,"F. James Sensenbrenner, Jr.",majority,2,,01041,S000244,
HSJU01,Lamar Smith,majority,3,,01075,S000583,
HSJU01,Steve King,majority,4,,01724,K000362,
HSJU01,Jim Jordan,majority,5,,01868,J000289,
HSJU01,Ken Buck,majority,6,,02233,B001297,
HSJU01,Mike Johnson,majority,7,,,J000299,
HSJU01,Andy Biggs,majority,8,,,B001302,
HSJU01,Zoe Lofgren,minority,1,Ranking Member,00701,L000397,
HSJU01,Luis V. Gutiérrez,minority,2,,00478,G000535,
HSJU01,Pramila Jayapal,minority,3,,,J000298,
HSJU01,Sheila Jackson Lee,minority,4,,00588,J000032,
HSJU01,David N. Cicilline,minority,5,,02055,C001084,
HSJU03,Darrell E. Issa,majority,1,Chair,01640,I000056,
HSJU03,Doug Collins,majority,2,Vice Chair,02121,C001093,
HSJU03,Lamar Smith,majority,3,,01075,S000583,
HSJU03,Steve Chabot,majority,4,,00186,C000266,
HSJU03,Jim Jordan,majority,6,,01868,J000289,
HSJU03,Ted Poe,majority,7,,01802,P000592,
HSJU03,Tom Marino,majority,8,,02053,M001179,
HSJU03,Raúl R. Labrador,majority,9,,02011,L000573,
HSJU03,Blake Farenthold,majority,10,,02067,F000460,
HSJU03,Ron DeSantis,majority,11,,02116,D000621,
HSJU03,Matt Gaetz,majority,12,,,G000578,
HSJU03,Andy Biggs,majority,13,,,B001302,
HSJU03,Trey Gowdy,majority,14,,02058,G000566,
HSJU03,Jerrold Nadler,minority,1,Ranking Member,00850,N000002,
HSJU03,"Henry C. ""Hank"" Johnson, Jr.",minority,2,,01843,J000288,
HSJU03,Theodore E. Deutch,minority,3,,01976,D000610,
HSJU03,Karen Bass,minority,4,,01996,B001270,
HSJU03,Cedric L. Richmond,minority,5,,02023,R000588,
HSJU03,Hakeem S. Jeffries,minority,6,,02149,J000294,
HSJU03,Eric Swalwell,minority,7,,02104,S001193,
HSJU03,Ted Lieu,minority,8,,02230,L000582,
HSJU03,Bradley Scott Schneider,minority,9,,02124,S001190,
HSJU03,Zoe Lofgren,minority,10,,00701,L000397,
HSJU03,Steve Cohen,minority,11,,01878,C001068,
HSJU03,Luis V. Gutiérrez,minority,12,,00478,G000535,
HSJU05,Tom Marino,majority,1,Chair,02053,M001179,
HSJU05,Blake Farenthold,majority,2,Vice Chair,02067,F000460,
HSJU05,Darrell E. Issa,majority,3,,01640,I000056,
HSJU05,Doug Collins,majority,4,,02121,C001093,
HSJU05,Ken Buck,majority,5,,02233,B001297,
HSJU05,John Ratcliffe,majority,6,,02268,R000601,
HSJU05,Matt Gaetz,majority,7,,,G000578,
HSJU05,Karen C. Handel,majority,8,,,H001078,
HSJU05,David N. Cicilline,minority,1,Ranking Member,02055,C001084,
HSJU05,"Henry C. ""Hank"" Johnson, Jr.",minority,2,,01843,J000288,
HSJU05,Eric Swalwell,minority,3,,02104,S001193,
HSJU05,Pramila Jayapal,minority,4,,,J000298,
HSJU05,Bradley Scott Schneider,minority,5,,02124,S001190,
HSJU08,"F. James Sensenbrenner, Jr.",majority,1,Chair,01041,S000244,
HSJU08,Louie Gohmert,majority,2,Vice Chair,01801,G000552,
HSJU08,Steve Chabot,majority,3,,00186,C000266,
HSJU08,Ted Poe,majority,4,,01802,P000592,
HSJU08,Trey Gowdy,majority,5,,02058,G000566,
HSJU08,John Ratcliffe,majority,6,,02268,R000601,
HSJU08,Martha Roby,majority,7,,01986,R000591,
HSJU08,Mike Johnson,majority,8,,,J000299,
HSJU08,John H. Rutherford,majority,9,,,R000609,
HSJU08,Sheila Jackson Lee,minority,1,Ranking Member,00588,J000032,
HSJU08,Theodore E. Deutch,minority,2,,01976,D000610,
HSJU08,Karen Bass,minority,3,,01996,B001270,
HSJU08,Cedric L. Richmond,minority,4,,02023,R000588,
HSJU08,Hakeem S. Jeffries,minority,5,,02149,J000294,
HSJU08,Ted Lieu,minority,6,,02230,L000582,
HSJU08,Jamie Raskin,minority,7,,,R000606,
HSJU10,Steve King,majority,1,Chair,01724,K000362,
HSJU10,Ron DeSantis,majority,2,Vice Chair,02116,D000621,
HSJU10,Louie Gohmert,majority,4,,01801,G000552,
HSJU10,Karen C. Handel,majority,5,,,H001078,
HSJU10,Steve Cohen,minority,1,Ranking Member,01878,C001068,
HSJU10,Jamie Raskin,minority,2,,,R000606,
HSJU10,Jerrold Nadler,minority,3,,00850,N000002,
HSPW,Bill Shuster,majority,1,Chair,01681,S001154,
HSPW,Don Young,majority,2,,01256,Y000033,
HSPW,"John J. Duncan, Jr.",majority,3,Vice Chair,00322,D000533,
HSPW,Frank A. LoBiondo,majority,4,,00699,L000554,
HSPW,Sam Graves,majority,5,,01656,G000546,
HSPW,Duncan Hunter,majority,6,,01909,H001048,
HSPW,"Eric A. ""Rick"" Crawford",majority,7,,01989,C001087,
HSPW,Lou Barletta,majority,8,,02054,B001269,
HSPW,Blake Farenthold,majority,9,,02067,F000460,
HSPW,Bob Gibbs,majority,10,,02049,G000563,
HSPW,Daniel Webster,majority,11,,02002,W000806,
HSPW,Jeff Denham,majority,12,,01995,D000612,
HSPW,Thomas Massie,majority,13,,02094,M001184,
HSPW,Mark Meadows,majority,14,,02142,M001187,
HSPW,Scott Perry,majority,15,,02157,P000605,
HSPW,Rodney Davis,majority,16,,02126,D000619,
HSPW,Mark Sanford,majority,17,,01012,S000051,
HSPW,Rob Woodall,majority,18,,02008,W000810,
HSPW,Todd Rokita,majority,19,,02017,R000592,
HSPW,John Katko,majority,20,,02264,K000386,
HSPW,Brian Babin,majority,21,,02270,B001291,
HSPW,Garret Graves,majority,22,,02245,G000577,
HSPW,Barbara Comstock,majority,23,,02273,C001105,
HSPW,David Rouzer,majority,24,,02256,R000603,
HSPW,Mike Bost,majority,25,,02243,B001295,
HSPW,"Randy K. Weber, Sr.",majority,26,,02161,W000814,
HSPW,Doug LaMalfa,majority,27,,02100,L000578,
HSPW,Bruce Westerman,majority,28,,02224,W000821,
HSPW,Lloyd Smucker,majority,29,,,S001199,
HSPW,Paul Mitchell,majority,30,,,M001201,
HSPW,John J. Faso,majority,31,,,F000464,
HSPW,A. Drew Ferguson IV,majority,32,,,F000465,
HSPW,Brian J. Mast,majority,33,,,M001199,
HSPW,Jason Lewis,majority,34,,,L000587,
HSPW,Peter A. DeFazio,minority,1,Ranking Member,00279,D000191,
HSPW,Eleanor Holmes Norton,minority,2,,00868,N000147,
HSPW,Jerrold Nadler,minority,3,,00850,N000002,
HSPW,Eddie Bernice Johnson,minority,4,,00599,J000126,
HSPW,Elijah E. Cummings,minority,5,,00256,C000984,
HSPW,Rick Larsen,minority,6,,01675,L000560,
HSPW,Michael E. Capuano,minority,7,,01564,C001037,
HSPW,Grace F. Napolitano,minority,8,,01602,N000179,
HSPW,Daniel Lipinski,minority,9,,01781,L000563,
HSPW,Steve Cohen,minority,10,,01878,C001068,
HSPW,Albio Sires,minority,11,,01818,S001165,
HSPW,John Garamendi,minority,12,,01973,G000559,
HSPW,"Henry C. ""Hank"" Johnson, Jr.",minority,13,,01843,J000288,
HSPW,André Carson,minority,14,,01889,C001072,
HSPW,Richard M. Nolan,minority,15,,00867,N000127,
HSPW,Dina Titus,minority,16,,01940,T000468,
HSPW,Sean Patrick Maloney,minority,17,,02150,M001185,
HSPW,Elizabeth H. Esty,minority,18,,02114,E000293,
HSPW,Lois Frankel,minority,19,,02119,F000462,
HSPW,Cheri Bustos,minority,20,,02127,B001286,
HSPW,Jared Huffman,minority,21,,02101,H001068,
HSPW,Julia Brownley,minority,22,,02106,B001285,
HSPW,Frederica S. Wilson,minority,23,,02004,W000808,
HSPW,"Donald M. Payne, Jr.",minority,24,,02097,P000604,
HSPW,Alan S. Lowenthal,minority,25,,02111,L000579,
HSPW,Brenda L. Lawrence,minority,26,,02252,L000581,
HSPW,Mark DeSaulnier,minority,27,,02227,D000623,
HSPW02,Garret Graves,majority,1,Chair,02245,G000577,
HSPW02,"Eric A. ""Rick"" Crawford",majority,2,,01989,C001087,
HSPW02,Bob Gibbs,majority,3,,02049,G000563,
HSPW02,Daniel Webster,majority,4,,02002,W000806,
HSPW02,Thomas Massie,majority,5,,02094,M001184,
HSPW02,Rodney Davis,majority,6,,02126,D000619,
HSPW02,Mark Sanford,majority,7,,01012,S000051,
HSPW02,Rob Woodall,majority,8,,02008,W000810,
HSPW02,Todd Rokita,majority,9,,02017,R000592,
HSPW02,John Katko,majority,10,,02264,K000386,
HSPW02,Brian Babin,majority,11,,02270,B001291,
HSPW02,David Rouzer,majority,12,,02256,R000603,
HSPW02,Mike Bost,majority,13,,02243,B001295,
HSPW02,"Randy K. Weber, Sr.",majority,14,,02161,W000814,
HSPW02,Doug LaMalfa,majority,15,,02100,L000578,
HSPW02,A. Drew Ferguson IV,majority,16,,,F000465,
HSPW02,Brian J. Mast,majority,17,,,M001199,
HSPW02,Grace F. Napolitano,minority,1,Ranking Member,01602,N000179,
HSPW02,Lois Frankel,minority,2,,02119,F000462,
HSPW02,Frederica S. Wilson,minority,3,,02004,W000808,
HSPW02,Jared Huffman,minority,4,,02101,H001068,
HSPW02,Alan S. Lowenthal,minority,5,,02111,L000579,
HSPW02,Eddie Bernice Johnson,minority,6,,00599,J000126,
HSPW02,John Garamendi,minority,7,,01973,G000559,
HSPW02,Dina Titus,minority,8,,01940,T000468,
HSPW02,Sean Patrick Maloney,minority,9,,02150,M001185,
HSPW02,Elizabeth H. Esty,minority,10,,02114,E000293,
HSPW02,Cheri Bustos,minority,11,,02127,B001286,
HSPW02,Julia Brownley,minority,12,,02106,B001285,
HSPW02,Brenda L. Lawrence,minority,13,,02252,L000581,
HSPW05,Frank A. LoBiondo,majority,1,Chair,00699,L000554,
HSPW05,Don Young,majority,2,,01256,Y000033,
HSPW05,"John J. Duncan, Jr.",majority,3,,00322,D000533,
HSPW05,Sam Graves,majority,4,,01656,G000546,
